explanation_idx,positional_row_id,source_row_uid,label
92,29316,UNSW_NB15_testing-set.csv#id=029366,0
93,37922,UNSW_NB15_testing-set.csv#id=037972,0
94,70361,UNSW_NB15_testing-set.csv#id=070945,0
95,39633,UNSW_NB15_testing-set.csv#id=039683,0
96,76664,UNSW_NB15_testing-set.csv#id=077248,0
97,30978,UNSW_NB15_testing-set.csv#id=031028,0
98,24596,UNSW_NB15_testing-set.csv#id=024646,0
99,158,UNSW_NB15_testing-set.csv#id=000159,0
100,66998,UNSW_NB15_testing-set.csv#id=067582,0
101,25602,UNSW_NB15_testing-set.csv#id=025652,0
102,25035,UNSW_NB15_testing-set.csv#id=025085,0
103,41456,UNSW_NB15_testing-set.csv#id=041506,0
104,66828,UNSW_NB15_testing-set.csv#id=067412,0
105,71807,UNSW_NB15_testing-set.csv#id=072391,0
106,80141,UNSW_NB15_testing-set.csv#id=080725,0
107,41936,UNSW_NB15_testing-set.csv#id=041986,0
108,70382,UNSW_NB15_testing-set.csv#id=070966,0
109,26678,UNSW_NB15_testing-set.csv#id=026728,0
110,32845,UNSW_NB15_testing-set.csv#id=032895,0
111,23636,UNSW_NB15_testing-set.csv#id=023686,0
112,30039,UNSW_NB15_testing-set.csv#id=030089,0
113,24982,UNSW_NB15_testing-set.csv#id=025032,0
114,71279,UNSW_NB15_testing-set.csv#id=071863,0
115,74123,UNSW_NB15_testing-set.csv#id=074707,0
116,28673,UNSW_NB15_testing-set.csv#id=028723,0
117,39277,UNSW_NB15_testing-set.csv#id=039327,0
118,75491,UNSW_NB15_testing-set.csv#id=076075,0
119,26175,UNSW_NB15_testing-set.csv#id=026225,0
120,67505,UNSW_NB15_testing-set.csv#id=068089,0
121,42872,UNSW_NB15_testing-set.csv#id=042922,0
122,71667,UNSW_NB15_testing-set.csv#id=072251,0
123,42569,UNSW_NB15_testing-set.csv#id=042619,0
124,41294,UNSW_NB15_testing-set.csv#id=041344,0
125,69942,UNSW_NB15_testing-set.csv#id=070526,0
126,27581,UNSW_NB15_testing-set.csv#id=027631,0
127,27176,UNSW_NB15_testing-set.csv#id=027226,0
128,30358,UNSW_NB15_testing-set.csv#id=030408,0
129,39550,UNSW_NB15_testing-set.csv#id=039600,0
130,24518,UNSW_NB15_testing-set.csv#id=024568,0
131,39202,UNSW_NB15_testing-set.csv#id=039252,0
132,75027,UNSW_NB15_testing-set.csv#id=075611,0
133,74371,UNSW_NB15_testing-set.csv#id=074955,0
134,69975,UNSW_NB15_testing-set.csv#id=070559,0
135,75324,UNSW_NB15_testing-set.csv#id=075908,0
136,72650,UNSW_NB15_testing-set.csv#id=073234,0
137,27412,UNSW_NB15_testing-set.csv#id=027462,0
138,78278,UNSW_NB15_testing-set.csv#id=078862,0
139,79739,UNSW_NB15_testing-set.csv#id=080323,0
140,73696,UNSW_NB15_testing-set.csv#id=074280,0
141,68932,UNSW_NB15_testing-set.csv#id=069516,0
142,25136,UNSW_NB15_testing-set.csv#id=025186,0
143,31919,UNSW_NB15_testing-set.csv#id=031969,0
144,75450,UNSW_NB15_testing-set.csv#id=076034,0
145,33470,UNSW_NB15_testing-set.csv#id=033520,0
146,31690,UNSW_NB15_testing-set.csv#id=031740,0
147,79566,UNSW_NB15_testing-set.csv#id=080150,0
148,73721,UNSW_NB15_testing-set.csv#id=074305,0
149,80177,UNSW_NB15_testing-set.csv#id=080761,0
150,66653,UNSW_NB15_testing-set.csv#id=067237,0
151,74392,UNSW_NB15_testing-set.csv#id=074976,0
152,24935,UNSW_NB15_testing-set.csv#id=024985,0
153,28719,UNSW_NB15_testing-set.csv#id=028769,0
154,196,UNSW_NB15_testing-set.csv#id=000197,0
155,197,UNSW_NB15_testing-set.csv#id=000198,0
156,24375,UNSW_NB15_testing-set.csv#id=024425,0
157,77632,UNSW_NB15_testing-set.csv#id=078216,0
158,68479,UNSW_NB15_testing-set.csv#id=069063,0
159,33514,UNSW_NB15_testing-set.csv#id=033564,0
160,77678,UNSW_NB15_testing-set.csv#id=078262,0
161,23594,UNSW_NB15_testing-set.csv#id=023644,0
162,30235,UNSW_NB15_testing-set.csv#id=030285,0
163,73982,UNSW_NB15_testing-set.csv#id=074566,0
164,72840,UNSW_NB15_testing-set.csv#id=073424,0
165,75647,UNSW_NB15_testing-set.csv#id=076231,0
166,28240,UNSW_NB15_testing-set.csv#id=028290,0
167,39462,UNSW_NB15_testing-set.csv#id=039512,0
168,31778,UNSW_NB15_testing-set.csv#id=031828,0
169,31962,UNSW_NB15_testing-set.csv#id=032012,0
170,24116,UNSW_NB15_testing-set.csv#id=024166,0
171,75981,UNSW_NB15_testing-set.csv#id=076565,0
172,77197,UNSW_NB15_testing-set.csv#id=077781,0
173,69373,UNSW_NB15_testing-set.csv#id=069957,0
174,81054,UNSW_NB15_testing-set.csv#id=081638,0
175,67298,UNSW_NB15_testing-set.csv#id=067882,0
176,68268,UNSW_NB15_testing-set.csv#id=068852,0
177,28007,UNSW_NB15_testing-set.csv#id=028057,0
178,68832,UNSW_NB15_testing-set.csv#id=069416,0
179,23935,UNSW_NB15_testing-set.csv#id=023985,0
180,80897,UNSW_NB15_testing-set.csv#id=081481,0
181,68837,UNSW_NB15_testing-set.csv#id=069421,0
182,26918,UNSW_NB15_testing-set.csv#id=026968,0
183,24631,UNSW_NB15_testing-set.csv#id=024681,0
184,75032,UNSW_NB15_testing-set.csv#id=075616,0
185,81735,UNSW_NB15_testing-set.csv#id=082319,0
186,33341,UNSW_NB15_testing-set.csv#id=033391,0
187,69519,UNSW_NB15_testing-set.csv#id=070103,0
188,76566,UNSW_NB15_testing-set.csv#id=077150,0
189,24666,UNSW_NB15_testing-set.csv#id=024716,0
190,80832,UNSW_NB15_testing-set.csv#id=081416,0
191,37216,UNSW_NB15_testing-set.csv#id=037266,0
192,27070,UNSW_NB15_testing-set.csv#id=027120,0
193,42790,UNSW_NB15_testing-set.csv#id=042840,0
194,73027,UNSW_NB15_testing-set.csv#id=073611,0
195,71469,UNSW_NB15_testing-set.csv#id=072053,0
196,77993,UNSW_NB15_testing-set.csv#id=078577,0
197,41730,UNSW_NB15_testing-set.csv#id=041780,0
198,33997,UNSW_NB15_testing-set.csv#id=034047,0
199,23505,UNSW_NB15_testing-set.csv#id=023555,0
200,39080,UNSW_NB15_testing-set.csv#id=039130,0
201,34485,UNSW_NB15_testing-set.csv#id=034535,0
202,39668,UNSW_NB15_testing-set.csv#id=039718,0
203,79805,UNSW_NB15_testing-set.csv#id=080389,0
204,33761,UNSW_NB15_testing-set.csv#id=033811,0
205,38683,UNSW_NB15_testing-set.csv#id=038733,0
206,74634,UNSW_NB15_testing-set.csv#id=075218,0
207,81319,UNSW_NB15_testing-set.csv#id=081903,0
208,39518,UNSW_NB15_testing-set.csv#id=039568,0
209,26532,UNSW_NB15_testing-set.csv#id=026582,0
210,23513,UNSW_NB15_testing-set.csv#id=023563,0
211,42785,UNSW_NB15_testing-set.csv#id=042835,0
212,69594,UNSW_NB15_testing-set.csv#id=070178,0
213,24240,UNSW_NB15_testing-set.csv#id=024290,0
214,66052,UNSW_NB15_testing-set.csv#id=066636,0
215,40385,UNSW_NB15_testing-set.csv#id=040435,0
216,27483,UNSW_NB15_testing-set.csv#id=027533,0
217,27513,UNSW_NB15_testing-set.csv#id=027563,0
218,67823,UNSW_NB15_testing-set.csv#id=068407,0
219,76547,UNSW_NB15_testing-set.csv#id=077131,0
220,75556,UNSW_NB15_testing-set.csv#id=076140,0
221,32882,UNSW_NB15_testing-set.csv#id=032932,0
222,27359,UNSW_NB15_testing-set.csv#id=027409,0
223,38419,UNSW_NB15_testing-set.csv#id=038469,0
224,79206,UNSW_NB15_testing-set.csv#id=079790,0
225,75408,UNSW_NB15_testing-set.csv#id=075992,0
226,70751,UNSW_NB15_testing-set.csv#id=071335,0
227,177,UNSW_NB15_testing-set.csv#id=000178,0
228,80493,UNSW_NB15_testing-set.csv#id=081077,0
229,68367,UNSW_NB15_testing-set.csv#id=068951,0
230,36703,UNSW_NB15_testing-set.csv#id=036753,0
231,28137,UNSW_NB15_testing-set.csv#id=028187,0
232,40436,UNSW_NB15_testing-set.csv#id=040486,0
233,66948,UNSW_NB15_testing-set.csv#id=067532,0
234,73023,UNSW_NB15_testing-set.csv#id=073607,0
235,36141,UNSW_NB15_testing-set.csv#id=036191,0
236,78671,UNSW_NB15_testing-set.csv#id=079255,0
237,79141,UNSW_NB15_testing-set.csv#id=079725,0
238,43107,UNSW_NB15_testing-set.csv#id=043157,0
239,29446,UNSW_NB15_testing-set.csv#id=029496,0
240,71193,UNSW_NB15_testing-set.csv#id=071777,0
241,27704,UNSW_NB15_testing-set.csv#id=027754,0
242,36960,UNSW_NB15_testing-set.csv#id=037010,0
243,71478,UNSW_NB15_testing-set.csv#id=072062,0
244,38939,UNSW_NB15_testing-set.csv#id=038989,0
245,43185,UNSW_NB15_testing-set.csv#id=043235,0
246,78680,UNSW_NB15_testing-set.csv#id=079264,0
247,26194,UNSW_NB15_testing-set.csv#id=026244,0
248,28424,UNSW_NB15_testing-set.csv#id=028474,0
249,79596,UNSW_NB15_testing-set.csv#id=080180,0
250,28781,UNSW_NB15_testing-set.csv#id=028831,0
251,81510,UNSW_NB15_testing-set.csv#id=082094,0
252,34467,UNSW_NB15_testing-set.csv#id=034517,0
253,42362,UNSW_NB15_testing-set.csv#id=042412,0
254,36271,UNSW_NB15_testing-set.csv#id=036321,0
255,73580,UNSW_NB15_testing-set.csv#id=074164,0
256,32876,UNSW_NB15_testing-set.csv#id=032926,0
257,67754,UNSW_NB15_testing-set.csv#id=068338,0
258,72397,UNSW_NB15_testing-set.csv#id=072981,0
259,74377,UNSW_NB15_testing-set.csv#id=074961,0
260,77324,UNSW_NB15_testing-set.csv#id=077908,0
261,71518,UNSW_NB15_testing-set.csv#id=072102,0
262,35166,UNSW_NB15_testing-set.csv#id=035216,0
263,71241,UNSW_NB15_testing-set.csv#id=071825,0
264,69091,UNSW_NB15_testing-set.csv#id=069675,0
265,30620,UNSW_NB15_testing-set.csv#id=030670,0
266,72831,UNSW_NB15_testing-set.csv#id=073415,0
267,78174,UNSW_NB15_testing-set.csv#id=078758,0
268,38250,UNSW_NB15_testing-set.csv#id=038300,0
269,71182,UNSW_NB15_testing-set.csv#id=071766,0
270,68610,UNSW_NB15_testing-set.csv#id=069194,0
271,40775,UNSW_NB15_testing-set.csv#id=040825,0
272,26249,UNSW_NB15_testing-set.csv#id=026299,0
273,70910,UNSW_NB15_testing-set.csv#id=071494,0
274,27315,UNSW_NB15_testing-set.csv#id=027365,0
275,73260,UNSW_NB15_testing-set.csv#id=073844,0
276,27411,UNSW_NB15_testing-set.csv#id=027461,0
277,75405,UNSW_NB15_testing-set.csv#id=075989,0
278,78533,UNSW_NB15_testing-set.csv#id=079117,0
279,28115,UNSW_NB15_testing-set.csv#id=028165,0
280,66502,UNSW_NB15_testing-set.csv#id=067086,0
281,31619,UNSW_NB15_testing-set.csv#id=031669,0
282,40924,UNSW_NB15_testing-set.csv#id=040974,0
283,41852,UNSW_NB15_testing-set.csv#id=041902,0
284,73749,UNSW_NB15_testing-set.csv#id=074333,0
285,78136,UNSW_NB15_testing-set.csv#id=078720,0
286,72469,UNSW_NB15_testing-set.csv#id=073053,0
287,71157,UNSW_NB15_testing-set.csv#id=071741,0
288,42033,UNSW_NB15_testing-set.csv#id=042083,0
289,81627,UNSW_NB15_testing-set.csv#id=082211,0
290,39979,UNSW_NB15_testing-set.csv#id=040029,0
291,40340,UNSW_NB15_testing-set.csv#id=040390,0
292,65524,UNSW_NB15_testing-set.csv#id=066108,0
293,23353,UNSW_NB15_testing-set.csv#id=023403,0
294,43572,UNSW_NB15_testing-set.csv#id=043622,0
295,27762,UNSW_NB15_testing-set.csv#id=027812,0
296,29285,UNSW_NB15_testing-set.csv#id=029335,0
297,29155,UNSW_NB15_testing-set.csv#id=029205,0
298,67115,UNSW_NB15_testing-set.csv#id=067699,0
299,41963,UNSW_NB15_testing-set.csv#id=042013,0
300,26518,UNSW_NB15_testing-set.csv#id=026568,0
301,24888,UNSW_NB15_testing-set.csv#id=024938,0
302,66170,UNSW_NB15_testing-set.csv#id=066754,0
303,70955,UNSW_NB15_testing-set.csv#id=071539,0
304,32267,UNSW_NB15_testing-set.csv#id=032317,0
305,26339,UNSW_NB15_testing-set.csv#id=026389,0
306,79096,UNSW_NB15_testing-set.csv#id=079680,0
307,78565,UNSW_NB15_testing-set.csv#id=079149,0
308,73618,UNSW_NB15_testing-set.csv#id=074202,0
309,80937,UNSW_NB15_testing-set.csv#id=081521,0
310,73166,UNSW_NB15_testing-set.csv#id=073750,0
311,39233,UNSW_NB15_testing-set.csv#id=039283,0
312,66307,UNSW_NB15_testing-set.csv#id=066891,0
313,37837,UNSW_NB15_testing-set.csv#id=037887,0
314,73833,UNSW_NB15_testing-set.csv#id=074417,0
315,29219,UNSW_NB15_testing-set.csv#id=029269,0
316,79572,UNSW_NB15_testing-set.csv#id=080156,0
317,79612,UNSW_NB15_testing-set.csv#id=080196,0
318,28058,UNSW_NB15_testing-set.csv#id=028108,0
319,71023,UNSW_NB15_testing-set.csv#id=071607,0
320,78743,UNSW_NB15_testing-set.csv#id=079327,0
321,42072,UNSW_NB15_testing-set.csv#id=042122,0
322,26137,UNSW_NB15_testing-set.csv#id=026187,0
323,65845,UNSW_NB15_testing-set.csv#id=066429,0
324,71110,UNSW_NB15_testing-set.csv#id=071694,0
325,67339,UNSW_NB15_testing-set.csv#id=067923,0
326,26522,UNSW_NB15_testing-set.csv#id=026572,0
327,67861,UNSW_NB15_testing-set.csv#id=068445,0
328,67068,UNSW_NB15_testing-set.csv#id=067652,0
329,79353,UNSW_NB15_testing-set.csv#id=079937,0
330,27867,UNSW_NB15_testing-set.csv#id=027917,0
331,78135,UNSW_NB15_testing-set.csv#id=078719,0
332,76021,UNSW_NB15_testing-set.csv#id=076605,0
333,41355,UNSW_NB15_testing-set.csv#id=041405,0
334,69994,UNSW_NB15_testing-set.csv#id=070578,0
335,66457,UNSW_NB15_testing-set.csv#id=067041,0
336,30422,UNSW_NB15_testing-set.csv#id=030472,0
337,24345,UNSW_NB15_testing-set.csv#id=024395,0
338,71454,UNSW_NB15_testing-set.csv#id=072038,0
339,29489,UNSW_NB15_testing-set.csv#id=029539,0
340,33539,UNSW_NB15_testing-set.csv#id=033589,0
341,25701,UNSW_NB15_testing-set.csv#id=025751,0
342,67751,UNSW_NB15_testing-set.csv#id=068335,0
343,72598,UNSW_NB15_testing-set.csv#id=073182,0
344,42429,UNSW_NB15_testing-set.csv#id=042479,0
345,43168,UNSW_NB15_testing-set.csv#id=043218,0
346,73986,UNSW_NB15_testing-set.csv#id=074570,0
347,30423,UNSW_NB15_testing-set.csv#id=030473,0
348,68469,UNSW_NB15_testing-set.csv#id=069053,0
349,40852,UNSW_NB15_testing-set.csv#id=040902,0
350,75595,UNSW_NB15_testing-set.csv#id=076179,0
351,79664,UNSW_NB15_testing-set.csv#id=080248,0
352,42532,UNSW_NB15_testing-set.csv#id=042582,0
353,39808,UNSW_NB15_testing-set.csv#id=039858,0
354,35005,UNSW_NB15_testing-set.csv#id=035055,0
355,72753,UNSW_NB15_testing-set.csv#id=073337,0
356,40552,UNSW_NB15_testing-set.csv#id=040602,0
357,75805,UNSW_NB15_testing-set.csv#id=076389,0
358,78066,UNSW_NB15_testing-set.csv#id=078650,0
359,69140,UNSW_NB15_testing-set.csv#id=069724,0
360,79250,UNSW_NB15_testing-set.csv#id=079834,0
361,73575,UNSW_NB15_testing-set.csv#id=074159,0
362,33863,UNSW_NB15_testing-set.csv#id=033913,0
363,31629,UNSW_NB15_testing-set.csv#id=031679,0
364,69686,UNSW_NB15_testing-set.csv#id=070270,0
365,29719,UNSW_NB15_testing-set.csv#id=029769,0
366,36867,UNSW_NB15_testing-set.csv#id=036917,0
367,38847,UNSW_NB15_testing-set.csv#id=038897,0
368,34978,UNSW_NB15_testing-set.csv#id=035028,0
369,71551,UNSW_NB15_testing-set.csv#id=072135,0
370,36394,UNSW_NB15_testing-set.csv#id=036444,0
371,41437,UNSW_NB15_testing-set.csv#id=041487,0
372,36435,UNSW_NB15_testing-set.csv#id=036485,0
373,35371,UNSW_NB15_testing-set.csv#id=035421,0
374,31527,UNSW_NB15_testing-set.csv#id=031577,0
375,66726,UNSW_NB15_testing-set.csv#id=067310,0
376,38233,UNSW_NB15_testing-set.csv#id=038283,0
377,29074,UNSW_NB15_testing-set.csv#id=029124,0
378,40452,UNSW_NB15_testing-set.csv#id=040502,0
379,38843,UNSW_NB15_testing-set.csv#id=038893,0
380,28152,UNSW_NB15_testing-set.csv#id=028202,0
381,25292,UNSW_NB15_testing-set.csv#id=025342,0
382,32762,UNSW_NB15_testing-set.csv#id=032812,0
383,32156,UNSW_NB15_testing-set.csv#id=032206,0
384,68019,UNSW_NB15_testing-set.csv#id=068603,0
385,69715,UNSW_NB15_testing-set.csv#id=070299,0
386,37080,UNSW_NB15_testing-set.csv#id=037130,0
387,73282,UNSW_NB15_testing-set.csv#id=073866,0
388,39908,UNSW_NB15_testing-set.csv#id=039958,0
389,75087,UNSW_NB15_testing-set.csv#id=075671,0
390,75956,UNSW_NB15_testing-set.csv#id=076540,0
391,79939,UNSW_NB15_testing-set.csv#id=080523,0
392,41782,UNSW_NB15_testing-set.csv#id=041832,0
393,34826,UNSW_NB15_testing-set.csv#id=034876,0
394,42578,UNSW_NB15_testing-set.csv#id=042628,0
395,74814,UNSW_NB15_testing-set.csv#id=075398,0
396,27965,UNSW_NB15_testing-set.csv#id=028015,0
397,71648,UNSW_NB15_testing-set.csv#id=072232,0
398,73103,UNSW_NB15_testing-set.csv#id=073687,0
399,67181,UNSW_NB15_testing-set.csv#id=067765,0
400,68136,UNSW_NB15_testing-set.csv#id=068720,0
401,67602,UNSW_NB15_testing-set.csv#id=068186,0
402,73124,UNSW_NB15_testing-set.csv#id=073708,0
403,65840,UNSW_NB15_testing-set.csv#id=066424,0
404,73946,UNSW_NB15_testing-set.csv#id=074530,0
405,34743,UNSW_NB15_testing-set.csv#id=034793,0
406,80412,UNSW_NB15_testing-set.csv#id=080996,0
407,31801,UNSW_NB15_testing-set.csv#id=031851,0
408,77613,UNSW_NB15_testing-set.csv#id=078197,0
409,73902,UNSW_NB15_testing-set.csv#id=074486,0
410,75464,UNSW_NB15_testing-set.csv#id=076048,0
411,75230,UNSW_NB15_testing-set.csv#id=075814,0
412,26677,UNSW_NB15_testing-set.csv#id=026727,0
413,69852,UNSW_NB15_testing-set.csv#id=070436,0
414,81222,UNSW_NB15_testing-set.csv#id=081806,0
415,37783,UNSW_NB15_testing-set.csv#id=037833,0
416,24960,UNSW_NB15_testing-set.csv#id=025010,0
417,26955,UNSW_NB15_testing-set.csv#id=027005,0
418,75102,UNSW_NB15_testing-set.csv#id=075686,0
419,26466,UNSW_NB15_testing-set.csv#id=026516,0
420,26770,UNSW_NB15_testing-set.csv#id=026820,0
421,77293,UNSW_NB15_testing-set.csv#id=077877,0
422,42144,UNSW_NB15_testing-set.csv#id=042194,0
423,78470,UNSW_NB15_testing-set.csv#id=079054,0
424,36676,UNSW_NB15_testing-set.csv#id=036726,0
425,23325,UNSW_NB15_testing-set.csv#id=023375,0
426,24862,UNSW_NB15_testing-set.csv#id=024912,0
427,33350,UNSW_NB15_testing-set.csv#id=033400,0
428,38232,UNSW_NB15_testing-set.csv#id=038282,0
429,79315,UNSW_NB15_testing-set.csv#id=079899,0
430,65559,UNSW_NB15_testing-set.csv#id=066143,0
431,68158,UNSW_NB15_testing-set.csv#id=068742,0
432,32153,UNSW_NB15_testing-set.csv#id=032203,0
433,31377,UNSW_NB15_testing-set.csv#id=031427,0
434,31693,UNSW_NB15_testing-set.csv#id=031743,0
435,77144,UNSW_NB15_testing-set.csv#id=077728,0
436,29681,UNSW_NB15_testing-set.csv#id=029731,0
437,41034,UNSW_NB15_testing-set.csv#id=041084,0
438,24652,UNSW_NB15_testing-set.csv#id=024702,0
439,42618,UNSW_NB15_testing-set.csv#id=042668,0
440,75765,UNSW_NB15_testing-set.csv#id=076349,0
441,73634,UNSW_NB15_testing-set.csv#id=074218,0
442,76636,UNSW_NB15_testing-set.csv#id=077220,0
443,71572,UNSW_NB15_testing-set.csv#id=072156,0
444,41455,UNSW_NB15_testing-set.csv#id=041505,0
445,80627,UNSW_NB15_testing-set.csv#id=081211,0
446,34657,UNSW_NB15_testing-set.csv#id=034707,0
447,74935,UNSW_NB15_testing-set.csv#id=075519,0
448,37415,UNSW_NB15_testing-set.csv#id=037465,0
449,74022,UNSW_NB15_testing-set.csv#id=074606,0
450,69561,UNSW_NB15_testing-set.csv#id=070145,0
451,41877,UNSW_NB15_testing-set.csv#id=041927,0
452,66297,UNSW_NB15_testing-set.csv#id=066881,0
453,38716,UNSW_NB15_testing-set.csv#id=038766,0
454,25014,UNSW_NB15_testing-set.csv#id=025064,0
455,75043,UNSW_NB15_testing-set.csv#id=075627,0
456,29434,UNSW_NB15_testing-set.csv#id=029484,0
457,30170,UNSW_NB15_testing-set.csv#id=030220,0
458,25087,UNSW_NB15_testing-set.csv#id=025137,0
459,70600,UNSW_NB15_testing-set.csv#id=071184,0
460,23839,UNSW_NB15_testing-set.csv#id=023889,0
461,42767,UNSW_NB15_testing-set.csv#id=042817,0
462,27279,UNSW_NB15_testing-set.csv#id=027329,0
463,39683,UNSW_NB15_testing-set.csv#id=039733,0
464,28669,UNSW_NB15_testing-set.csv#id=028719,0
465,65805,UNSW_NB15_testing-set.csv#id=066389,0
466,33450,UNSW_NB15_testing-set.csv#id=033500,0
467,28751,UNSW_NB15_testing-set.csv#id=028801,0
468,29104,UNSW_NB15_testing-set.csv#id=029154,0
469,66578,UNSW_NB15_testing-set.csv#id=067162,0
470,78337,UNSW_NB15_testing-set.csv#id=078921,0
471,78130,UNSW_NB15_testing-set.csv#id=078714,0
472,28315,UNSW_NB15_testing-set.csv#id=028365,0
473,78427,UNSW_NB15_testing-set.csv#id=079011,0
474,34387,UNSW_NB15_testing-set.csv#id=034437,0
475,34693,UNSW_NB15_testing-set.csv#id=034743,0
476,74830,UNSW_NB15_testing-set.csv#id=075414,0
477,30082,UNSW_NB15_testing-set.csv#id=030132,0
478,28400,UNSW_NB15_testing-set.csv#id=028450,0
479,36122,UNSW_NB15_testing-set.csv#id=036172,0
480,66434,UNSW_NB15_testing-set.csv#id=067018,0
